stop_id, stop_name, stop_desc, stop_lat, stop_lon, zone_id, stop_url
BARRINGTON, Barrington, , 42.1527778, -88.1319444, G, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.BARRINGTON.html
PALATINE, Palatine, , 42.1130556, -88.0483333, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.PALATINE.html
ARLINGTNPK, Arlington Park, , 42.0952778, -88.0091667, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.ARLINGTNPK.html
ARLINGTNHT, Arlington Heights, , 42.0841667, -87.9836111, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.ARLINGTNHT.html
MTPROSPECT, Mt. Prospect, , 42.0630556, -87.9361111, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.MTPROSPECT.html
CUMBERLAND, Cumberland, , 42.0525000, -87.9122222, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.CUMBERLAND.html
DESPLAINES, Des Plaines, , 42.0408333, -87.8866667, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.DESPLAINES.html
DEEROAD, Dee Road, , 42.0241667, -87.8561111, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.DEEROAD.html
PARKRIDGE, Park Ridge, , 42.0102778, -87.8316667, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.PARKRIDGE.html
IRVINGPK, Irving Park, , 41.9525000, -87.7297222, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.IRVINGPK.html
BIGTIMBER, Big Timber, , 42.0586111, -88.3277778, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.BIGTIMBER.html
ELGIN, Elgin, , 42.0361111, -88.2861111, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.ELGIN.html
NATIONALS, National St, , 42.0263889, -88.2788889, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.NATIONALS.html
HANOVERP, Hanover Park, , 41.9880556, -88.1491667, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.HANOVERP.html
SCHAUM, Schaumburg, , 41.9891667, -88.1180556, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.SCHAUM.html
ROSELLE, Roselle, , 41.9813889, -88.0672222, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.ROSELLE.html
MEDINAH, Medinah, , 41.9780556, -88.0508333, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.MEDINAH.html
ITASCA, Itasca, , 41.9713889, -88.0141667, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.ITASCA.html
WOODDALE, Wood Dale, , 41.9625000, -87.9752778, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.WOODDALE.html
BENSENVIL, Bensenville, , 41.9569444, -87.9419444, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.BENSENVIL.html
MANNHEIM, Mannheim, , 41.9416667, -87.8833333, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.MANNHEIM.html
FRANKLIN, Franklin Park, , 41.9366667, -87.8663889, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.FRANKLIN.html
MONTCLARE, Mont Clare, , 41.9216667, -87.8016667, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.MONTCLARE.html
MARS, Mars, , 41.9191667, -87.7944444, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.MARS.html
GALEWOOD, Galewood, , 41.9163889, -87.7858333, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.GALEWOOD.html
HANSONPK, Hanson Park, , 41.9166667, -87.7669444, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.HANSONPK.html
GRAND/CIC, Grand/Cicero, , 41.9144444, -87.7461111, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.GRAND-CIC.html
O'HARE, O'Hare Transfer, , 41.9950000, -87.8805556, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.OHARE.html
PROSPECTHG, Prospect Hts, , 42.0922222, -87.9080556, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.PROSPECTHG.html
WHEELING, Wheeling, , 42.1363889, -87.9272222, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.WHEELING.html
BUFFGROVE, Buffalo Grove, , 42.1686111, -87.9413889, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.BUFFGROVE.html
PRAIRIEVW, Prairie View, , 42.1980556, -87.9558333, G, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.PRAIRIEVW.html
VERNON, Vernon Hills, , 42.2155556, -87.9644444, G, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.VERNON.html
MUNDELEIN, Mundelein, , 42.2669444, -87.9980556, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.MUNDELEIN.html
PRAIRCROSS, Prairie Crossing., , 42.3180556, -88.0172222, H, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-n/station.PRAIRIEXNG.html
ROUNDLKBCH, Round Lake Beach, , 42.3850000, -88.0655556, J, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.ROUNDLKBCH.html
LAKEVILLA, Lake Villa, , 42.4175000, -88.0794444, J, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.LAKEVILLA.html
ANTIOCH, Antioch, , 42.4811111, -88.0925000, K, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ncs/station.ANTIOCH.html
NEWLENOX, New Lenox, , 41.5144444, -87.9652778, G, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.NEWLENOX.html
MOKENA, Mokena, , 41.5308333, -87.8866667, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.MOKENA.html
HICKORYCRK, Hickory Creek, , 41.5486111, -87.8455556, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.HICKORYCRK.html
TINLEY80TH, Tinley-80th, , 41.5644444, -87.8094444, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.TINLEY80TH.html
TINLEYPARK, Tinley Park, , 41.5758333, -87.7827778, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.TINLEYPARK.html
OAKFOREST, Oak Forest, , 41.6044444, -87.7383333, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.OAKFOREST.html
MIDLOTHIAN, Midlothian, , 41.6263889, -87.7116667, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.MIDLOTHIAN.html
ROBBINS, Robbins, , 41.6408333, -87.6944444, D, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/ri/station.ROBBINS.html
KENSINGTN, Kensington, , 41.6858333, -87.6122222, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.KENSINGTN.html
59TH-UP, 59th St. (U. of Chicago), , 41.7880556, -87.5886111, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.59TH-UP.html
UNIVERSITY, University Park, , 41.4594444, -87.7233333, G, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.UNIVERSITY.html
RICHTON, Richton Park, , 41.4855556, -87.7094444, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.RICHTON.html
MATTESON, Matteson, , 41.4986111, -87.7022222, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.MATTESON.html
211TH-UP, 211th St., , 41.5061111, -87.6983333, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.211TH-UP.html
OLYMPIA, Olympia Fields, , 41.5213889, -87.6900000, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.OLYMPIA.html
FLOSSMOOR, Flossmoor, , 41.5430556, -87.6786111, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.FLOSSMOOR.html
HOMEWOOD, Homewood, , 41.5622222, -87.6686111, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.HOMEWOOD.html
CALUMET, Calumet, , 41.5736111, -87.6625000, E, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.CALUMET.html
EDISONPK, Edison Park, , 42.0022222, -87.8175000, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.EDISONPK.html
NORWOODP, Norwood Park, , 41.9916667, -87.7988889, C, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.NORWOODP.html
GLADSTONEP, Gladstone Park, , 41.9797222, -87.7780556, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.GLADSTONEP.html
JEFFERSONP, Jefferson Park, , 41.9713889, -87.7633333, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/up-nw/station.JEFFERSONP.html
BARTLETT, Bartlett, , 41.9922222, -88.1838889, F, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/md-w/station.BARTLETT.html
47TH-UP, 47th St. (Kenwood), , 41.8097222, -87.5913889, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.47TH-UP.html
51ST/53RD, 51st/53rd St. (Hyde Park), , 41.8000000, -87.5869444, B, http://metrarail.com/metra/en/home/maps_schedules/metra_system_map/me/station.51ST-53RD.html
