shape_id, shape_pt_lat, shape_pt_lon, shape_pt_sequence, shape_dist_traveled
SWS_IB_1, 41.6913889, -87.7958333, 8,  22.50
SWS_IB_1, 41.7033333, -87.7802778, 9,  23.70
SWS_IB_1, 41.7194444, -87.7486111, 10,  25.60
SWS_IB_1, 41.7416667, -87.7125000, 11,  28.10
SWS_IB_1, 41.7488889, -87.7036111, 12,  29.00
SWS_IB_1, 41.7611111, -87.6850000, 13,  30.30
SWS_IB_1, 41.7705556, -87.6727778, 14,  30.60
SWS_IB_1, 41.7908333, -87.6661111, 15,  32.60
SWS_IB_1, 41.8094444, -87.6600000, 16,  36.30
SWS_IB_1, 41.8297222, -87.6538889, 17,  38.60
SWS_IB_1, 41.8788889, -87.6388889, 18,  40.30
SWS_OB_1, 41.8788889, -87.6388889, 1,   0.00
SWS_OB_1, 41.8297222, -87.6538889, 2,   1.70
SWS_OB_1, 41.8094444, -87.6600000, 3,   4.00
SWS_OB_1, 41.7908333, -87.6661111, 4,   7.70
SWS_OB_1, 41.7705556, -87.6727778, 5,   9.70
SWS_OB_1, 41.7611111, -87.6850000, 6,  10.00
SWS_OB_1, 41.7488889, -87.7036111, 7,  11.30
SWS_OB_1, 41.7416667, -87.7125000, 8,  12.20
SWS_OB_1, 41.7194444, -87.7486111, 9,  14.70
SWS_OB_1, 41.7033333, -87.7802778, 10,  16.60
SWS_OB_1, 41.6913889, -87.7958333, 11,  17.80
SWS_OB_1, 41.6819444, -87.8069444, 12,  18.60
SWS_OB_1, 41.6688889, -87.8202778, 13,  19.90
SWS_OB_1, 41.6305556, -87.8591667, 14,  23.20
SWS_OB_1, 41.6094444, -87.8733333, 15,  25.30
SWS_OB_1, 41.5638889, -87.9025000, 16,  28.70
SWS_OB_1, 41.4847222, -87.9597222, 17,  35.40
SWS_OB_1, 41.4183333, -87.9891667, 18,  40.30
UP-N_IB_1, 42.5858333, -87.8258333, 1,   0.00
UP-N_IB_1, 42.4827778, -87.8161111, 2,   7.10
UP-N_IB_1, 42.4491667, -87.8180556, 3,   9.50
UP-N_IB_1, 42.3605556, -87.8283333, 4,  15.70
UP-N_IB_1, 42.3286111, -87.8369444, 5,  17.90
UP-N_IB_1, 42.3069444, -87.8463889, 6,  19.40
UP-N_IB_1, 42.2797222, -87.8466667, 7,  21.40
UP-N_IB_1, 42.2525000, -87.8397222, 8,  23.30
UP-N_IB_1, 42.2175000, -87.8208333, 9,  25.90
UP-N_IB_1, 42.2033333, -87.8105556, 10,  27.10
UP-N_IB_1, 42.1833333, -87.7975000, 11,  28.60
UP-N_IB_1, 42.1650000, -87.7827778, 12,  30.10
UP-N_IB_1, 42.1580556, -87.7769444, 13,  30.70
UP-N_IB_1, 42.1527778, -87.7725000, 14,  31.10
UP-N_IB_1, 42.1355556, -87.7580556, 15,  32.40
UP-N_IB_1, 42.1180556, -87.7436111, 16,  33.90
UP-N_IB_1, 42.1122222, -87.7386111, 17,  34.60
UP-N_IB_1, 42.1052778, -87.7327778, 18,  35.00
UP-N_IB_1, 42.0944444, -87.7238889, 19,  35.80
UP-N_IB_1, 42.0863889, -87.7166667, 20,  36.40
UP-N_IB_1, 42.0772222, -87.7091667, 21,  37.20
UP-N_IB_1, 42.0641667, -87.6980556, 22,  38.30
UP-N_IB_1, 42.0480556, -87.6847222, 23,  39.60
UP-N_IB_1, 42.0333333, -87.6800000, 24,  40.60
UP-N_IB_1, 42.0186111, -87.6777778, 25,  41.00
UP-N_IB_1, 42.0094444, -87.6755556, 26,  42.20
UP-N_IB_1, 41.9683333, -87.6744444, 27,  45.10
UP-N_IB_1, 41.9169444, -87.6680556, 28,  48.80
UP-N_IB_1, 41.8822222, -87.6405556, 29,  51.60
UP-N_OB_1, 41.8822222, -87.6405556, 1,   0.00
UP-N_OB_1, 41.9169444, -87.6680556, 2,   2.80
UP-N_OB_1, 41.9683333, -87.6744444, 3,   6.50
UP-N_OB_1, 42.0094444, -87.6755556, 4,   9.40
UP-N_OB_1, 42.0186111, -87.6777778, 5,  10.60
UP-N_OB_1, 42.0333333, -87.6800000, 6,  11.00
UP-N_OB_1, 42.0480556, -87.6847222, 7,  12.00
UP-N_OB_1, 42.0641667, -87.6980556, 8,  13.30
UP-N_OB_1, 42.0772222, -87.7091667, 9,  14.40
UP-N_OB_1, 42.0863889, -87.7166667, 10,  15.20
UP-N_OB_1, 42.0944444, -87.7238889, 11,  15.80
UP-N_OB_1, 42.1052778, -87.7327778, 12,  16.60
UP-N_OB_1, 42.1122222, -87.7386111, 13,  17.00
UP-N_OB_1, 42.1180556, -87.7436111, 14,  17.70
UP-N_OB_1, 42.1355556, -87.7580556, 15,  19.20
UP-N_OB_1, 42.1527778, -87.7725000, 16,  20.50
UP-N_OB_1, 42.1580556, -87.7769444, 17,  20.90
UP-N_OB_1, 42.1650000, -87.7827778, 18,  21.50
UP-N_OB_1, 42.1833333, -87.7975000, 19,  23.00
UP-N_OB_1, 42.2033333, -87.8105556, 20,  24.50
UP-N_OB_1, 42.2175000, -87.8208333, 21,  25.70
UP-N_OB_1, 42.2525000, -87.8397222, 22,  28.30
UP-N_OB_1, 42.2797222, -87.8466667, 23,  30.20
UP-N_OB_1, 42.3069444, -87.8463889, 24,  32.20
UP-N_OB_1, 42.3286111, -87.8369444, 25,  33.70
UP-N_OB_1, 42.3605556, -87.8283333, 26,  35.90
UP-N_OB_1, 42.4491667, -87.8180556, 27,  42.10
UP-N_OB_1, 42.4827778, -87.8161111, 28,  44.50
UP-N_OB_1, 42.5858333, -87.8258333, 29,  51.60
UP-NW_IB_1, 42.4197222, -88.6175000, 1,   0.00
UP-NW_IB_1, 42.3169444, -88.4475000, 2,  11.50
UP-NW_IB_1, 42.2441667, -88.3172222, 3,  19.90
UP-NW_IB_1, 42.2397222, -88.3052778, 4,  20.30
UP-NW_IB_1, 42.2341667, -88.2980556, 5,  21.00
UP-NW_IB_1, 42.2088889, -88.2413889, 6,  24.50
UP-NW_IB_1, 42.1977778, -88.2194444, 7,  25.80
UP-NW_IB_1, 42.1527778, -88.1319444, 8,  31.30
UP-NW_IB_1, 42.1130556, -88.0483333, 9,  36.40
UP-NW_IB_1, 42.0952778, -88.0091667, 10,  38.60
UP-NW_IB_1, 42.0841667, -87.9836111, 11,  40.30
UP-NW_IB_1, 42.0630556, -87.9361111, 12,  43.20
UP-NW_IB_1, 42.0583333, -87.9238889, 13,  44.30
UP-NW_IB_1, 42.0525000, -87.9122222, 14,  44.60
UP-NW_IB_1, 42.0475000, -87.8997222, 15,  45.50
UP-NW_IB_1, 42.0466667, -87.8977778, 16,  45.60
UP-NW_IB_1, 42.0408333, -87.8866667, 17,  46.10
UP-NW_IB_1, 42.0241667, -87.8561111, 18,  48.20
UP-NW_IB_1, 42.0102778, -87.8316667, 19,  49.70
UP-NW_IB_1, 42.0022222, -87.8175000, 20,  50.50
UP-NW_IB_1, 41.9916667, -87.7988889, 21,  51.70
UP-NW_IB_1, 41.9797222, -87.7780556, 22,  53.10
UP-NW_IB_1, 41.9713889, -87.7633333, 23,  54.10
UP-NW_IB_1, 41.9647222, -87.7494444, 24,  55.20
UP-NW_IB_1, 41.9636111, -87.7483333, 25,  55.60
UP-NW_IB_1, 41.9525000, -87.7297222, 26,  56.10
UP-NW_IB_1, 41.9169444, -87.6680556, 27,  60.00
UP-NW_IB_1, 41.8822222, -87.6405556, 28,  62.80
UP-NW_IB_2, 42.3433333, -88.2761111, 1,   0.00
UP-NW_IB_2, 42.3233333, -88.2941667, 2,   4.50
UP-NW_IB_2, 42.2397222, -88.3052778, 3,   7.60
UP-NW_IB_2, 42.2341667, -88.2980556, 4,   8.30
UP-NW_IB_2, 42.2088889, -88.2413889, 5,  11.80
UP-NW_IB_2, 42.1977778, -88.2194444, 6,  13.10
UP-NW_IB_2, 42.1527778, -88.1319444, 7,  18.60
UP-NW_IB_2, 42.1130556, -88.0483333, 8,  23.70
UP-NW_IB_2, 42.0952778, -88.0091667, 9,  25.90
UP-NW_IB_2, 42.0841667, -87.9836111, 10,  27.60
UP-NW_IB_2, 42.0630556, -87.9361111, 11,  30.50
UP-NW_IB_2, 42.0583333, -87.9238889, 12,  31.60
UP-NW_IB_2, 42.0525000, -87.9122222, 13,  31.90
UP-NW_IB_2, 42.0475000, -87.8997222, 14,  32.80
UP-NW_IB_2, 42.0466667, -87.8977778, 15,  32.90
UP-NW_IB_2, 42.0408333, -87.8866667, 16,  33.40
UP-NW_IB_2, 42.0241667, -87.8561111, 17,  35.50
UP-NW_IB_2, 42.0102778, -87.8316667, 18,  37.00
UP-NW_IB_2, 42.0022222, -87.8175000, 19,  37.80
UP-NW_IB_2, 41.9916667, -87.7988889, 20,  39.00
UP-NW_IB_2, 41.9797222, -87.7780556, 21,  40.40
UP-NW_IB_2, 41.9713889, -87.7633333, 22,  41.40
UP-NW_IB_2, 41.9647222, -87.7494444, 23,  42.50
UP-NW_IB_2, 41.9636111, -87.7483333, 24,  42.90
UP-NW_IB_2, 41.9525000, -87.7297222, 25,  43.40
UP-NW_IB_2, 41.9169444, -87.6680556, 26,  47.30
UP-NW_IB_2, 41.8822222, -87.6405556, 27,  50.10
UP-NW_OB_1, 41.8822222, -87.6405556, 1,   0.00
UP-NW_OB_1, 41.9169444, -87.6680556, 2,   2.80
UP-NW_OB_1, 41.9525000, -87.7297222, 3,   6.70
UP-NW_OB_1, 41.9636111, -87.7483333, 4,   7.20
UP-NW_OB_1, 41.9647222, -87.7494444, 5,   7.60
UP-NW_OB_1, 41.9713889, -87.7633333, 6,   8.70
UP-NW_OB_1, 41.9797222, -87.7780556, 7,   9.70
UP-NW_OB_1, 41.9916667, -87.7988889, 8,  11.10
UP-NW_OB_1, 42.0022222, -87.8175000, 9,  12.30
UP-NW_OB_1, 42.0102778, -87.8316667, 10,  13.10
UP-NW_OB_1, 42.0241667, -87.8561111, 11,  14.60
UP-NW_OB_1, 42.0408333, -87.8866667, 12,  16.70
UP-NW_OB_1, 42.0466667, -87.8977778, 13,  17.20
UP-NW_OB_1, 42.0475000, -87.8997222, 14,  17.30
UP-NW_OB_1, 42.0525000, -87.9122222, 15,  18.20
UP-NW_OB_1, 42.0583333, -87.9238889, 16,  18.50
UP-NW_OB_1, 42.0630556, -87.9361111, 17,  19.60
UP-NW_OB_1, 42.0841667, -87.9836111, 18,  22.50
UP-NW_OB_1, 42.0952778, -88.0091667, 19,  24.20
UP-NW_OB_1, 42.1130556, -88.0483333, 20,  26.40
UP-NW_OB_1, 42.1527778, -88.1319444, 21,  31.50
UP-NW_OB_1, 42.1977778, -88.2194444, 22,  37.00
UP-NW_OB_1, 42.2088889, -88.2413889, 23,  38.30
UP-NW_OB_1, 42.2341667, -88.2980556, 24,  41.80
UP-NW_OB_1, 42.2397222, -88.3052778, 25,  42.50
UP-NW_OB_1, 42.2441667, -88.3172222, 26,  42.90
UP-NW_OB_1, 42.3169444, -88.4475000, 27,  51.30
UP-NW_OB_1, 42.4197222, -88.6175000, 28,  62.80
UP-NW_OB_2, 41.8822222, -87.6405556, 1,   0.00
UP-NW_OB_2, 41.9169444, -87.6680556, 2,   2.80
UP-NW_OB_2, 41.9525000, -87.7297222, 3,   6.70
UP-NW_OB_2, 41.9636111, -87.7483333, 4,   7.20
UP-NW_OB_2, 41.9647222, -87.7494444, 5,   7.60
UP-NW_OB_2, 41.9713889, -87.7633333, 6,   8.70
UP-NW_OB_2, 41.9797222, -87.7780556, 7,   9.70
UP-NW_OB_2, 41.9916667, -87.7988889, 8,  11.10
UP-NW_OB_2, 42.0022222, -87.8175000, 9,  12.30
UP-NW_OB_2, 42.0102778, -87.8316667, 10,  13.10
UP-NW_OB_2, 42.0241667, -87.8561111, 11,  14.60
UP-NW_OB_2, 42.0408333, -87.8866667, 12,  16.70
UP-NW_OB_2, 42.0466667, -87.8977778, 13,  17.20
UP-NW_OB_2, 42.0475000, -87.8997222, 14,  17.30
UP-NW_OB_2, 42.0525000, -87.9122222, 15,  18.20
UP-NW_OB_2, 42.0583333, -87.9238889, 16,  18.50
UP-NW_OB_2, 42.0630556, -87.9361111, 17,  19.60
UP-NW_OB_2, 42.0841667, -87.9836111, 18,  22.50
UP-NW_OB_2, 42.0952778, -88.0091667, 19,  24.20
UP-NW_OB_2, 42.1130556, -88.0483333, 20,  26.40
UP-NW_OB_2, 42.1527778, -88.1319444, 21,  31.50
UP-NW_OB_2, 42.1977778, -88.2194444, 22,  37.00
UP-NW_OB_2, 42.2088889, -88.2413889, 23,  38.30
UP-NW_OB_2, 42.2341667, -88.2980556, 24,  41.80
UP-NW_OB_2, 42.2397222, -88.3052778, 25,  42.50
UP-NW_OB_2, 42.3233333, -88.2941667, 26,  45.60
UP-NW_OB_2, 42.3433333, -88.2761111, 27,  50.10
UP-W_IB_1, 41.8905556, -88.4638889, 1,   0.00
UP-W_IB_1, 41.8866667, -88.4122222, 2,   2.70
UP-W_IB_1, 41.8830556, -88.3561111, 3,   5.30
UP-W_IB_1, 41.8816667, -88.3100000, 4,   8.00
UP-W_IB_1, 41.8800000, -88.2666667, 5,  11.40
UP-W_IB_1, 41.8811111, -88.1988889, 6,  13.50
UP-W_IB_1, 41.8755556, -88.1791667, 7,  14.00
UP-W_IB_1, 41.8700000, -88.1569444, 8,  16.00
UP-W_IB_1, 41.8644444, -88.1119444, 9,  18.50
UP-W_IB_1, 41.8683333, -88.0902778, 10,  19.70
UP-W_IB_1, 41.8766667, -88.0647222, 11,  21.10
UP-W_IB_1, 41.8866667, -88.0186111, 12,  23.60
UP-W_IB_1, 41.8963889, -87.9775000, 13,  25.70
UP-W_IB_1, 41.8997222, -87.9408333, 14,  27.80
UP-W_IB_1, 41.8983333, -87.9272222, 15,  28.30
UP-W_IB_1, 41.8961111, -87.9152778, 16,  29.20
UP-W_IB_1, 41.8913889, -87.8825000, 17,  30.80
UP-W_IB_1, 41.8900000, -87.8688889, 18,  31.70
UP-W_IB_1, 41.8902778, -87.8555556, 19,  32.20
UP-W_IB_1, 41.8883333, -87.8386111, 20,  33.00
UP-W_IB_1, 41.8875000, -87.8302778, 21,  33.50
UP-W_IB_1, 41.8869444, -87.8250000, 22,  33.80
UP-W_IB_1, 41.8869444, -87.8011111, 23,  35.00
UP-W_IB_1, 41.8894444, -87.7291667, 24,  38.70
UP-W_IB_1, 41.8883333, -87.7069444, 25,  39.90
UP-W_IB_1, 41.8869444, -87.6836111, 26,  40.90
UP-W_IB_1, 41.8866667, -87.6822222, 27,  41.00
UP-W_IB_1, 41.8822222, -87.6405556, 28,  43.50
UP-W_OB_1, 41.8822222, -87.6405556, 1,   0.00
UP-W_OB_1, 41.8866667, -87.6822222, 2,   2.50
UP-W_OB_1, 41.8869444, -87.6836111, 3,   2.60
UP-W_OB_1, 41.8883333, -87.7069444, 4,   3.60
UP-W_OB_1, 41.8894444, -87.7291667, 5,   4.80
UP-W_OB_1, 41.8869444, -87.8011111, 6,   8.50
UP-W_OB_1, 41.8869444, -87.8250000, 7,   9.70
UP-W_OB_1, 41.8875000, -87.8302778, 8,  10.00
UP-W_OB_1, 41.8883333, -87.8386111, 9,  10.50
UP-W_OB_1, 41.8902778, -87.8555556, 10,  11.30
UP-W_OB_1, 41.8900000, -87.8688889, 11,  11.80
UP-W_OB_1, 41.8913889, -87.8825000, 12,  12.70
UP-W_OB_1, 41.8961111, -87.9152778, 13,  14.30
UP-W_OB_1, 41.8983333, -87.9272222, 14,  15.20
UP-W_OB_1, 41.8997222, -87.9408333, 15,  15.70
UP-W_OB_1, 41.8963889, -87.9775000, 16,  17.80
UP-W_OB_1, 41.8866667, -88.0186111, 17,  19.90
UP-W_OB_1, 41.8766667, -88.0647222, 18,  22.40
UP-W_OB_1, 41.8683333, -88.0902778, 19,  23.80
UP-W_OB_1, 41.8644444, -88.1119444, 20,  25.00
UP-W_OB_1, 41.8700000, -88.1569444, 21,  27.50
UP-W_OB_1, 41.8755556, -88.1791667, 22,  29.50
UP-W_OB_1, 41.8811111, -88.1988889, 23,  30.00
UP-W_OB_1, 41.8800000, -88.2666667, 24,  32.10
UP-W_OB_1, 41.8816667, -88.3100000, 25,  35.50
UP-W_OB_1, 41.8830556, -88.3561111, 26,  38.20
UP-W_OB_1, 41.8866667, -88.4122222, 27,  40.80
UP-W_OB_1, 41.8905556, -88.4638889, 28,  43.50
